ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
SKYA,small_airport,Yaguara Airport,812,SA,CO,CO-CAQ,San Vicente Del Cagu?n,SKYA,AYG,SKYA,AYG,"1.54417, -73.9333"
SKYP,medium_airport,El Alcaravan - Yopal Airport,1028,NA,CO,CO-CAS,Yopal,SKYP,EYP,SKYP,EYP,"5.31911, -72.384"
SLAG,small_airport,Monteagudo Airport,3674,SA,BO,BO-H,El Ba?ado,SLAG,MHW,SLAG,,"-19.827, -63.960999"
SLAP,small_airport,Apolo Airport,4639,SA,BO,BO-L,Apolo,SLAP,APB,SLAP,,"-14.7356, -68.411903"
SLAS,small_airport,Ascenci?n De Guarayos Airport,807,SA,BO,BO-S,Ascensi?n de Guarayos,SLAS,ASC,SLAS,,"-15.9303, -63.1567"
SLBJ,medium_airport,Bermejo Airport,1249,SA,BO,BO-T,Bermejo,SLBJ,BJO,SLBJ,,"-22.7733001709, -64.31289672850001"
SLCA,small_airport,Camiri Airport,2614,SA,BO,BO-S,Camiri,SLCA,CAM,SLCA,,"-20.00656, -63.527827"
SLCB,medium_airport,Jorge Wilsterman International Airport,8360,SA,BO,BO-C,Cochabamba,SLCB,CBB,SLCB,,"-17.421100616455078, -66.1771011352539"
SLCO,medium_airport,Capit?n An?bal Arab Airport,889,SA,BO,BO-N,Cobija,SLCO,CIJ,SLCO,,"-11.040399551400002, -68.7829971313"
SLCP,small_airport,Concepci?n Airport,1620,SA,BO,BO-S,Concepci?n,SLCP,CEP,SLCP,,"-16.142688, -62.026595"
SLET,medium_airport,El Trompillo Airport,1371,SA,BO,BO-S,Santa Cruz,SLET,SRZ,SLET,,"-17.8115997314, -63.1715011597"
SLHI,small_airport,Chimore Airport,875,SA,BO,BO-C,Chimore,SLHI,CCA,SLHI,,"-16.976834, -65.145568"
SLHJ,small_airport,Huacaraje Airport,846,SA,BO,BO-B,Itenes,SLHJ,BVK,SLHJ,,"-13.605556, -63.879444"
SLJE,small_airport,San Jos? De Chiquitos Airport,974,SA,BO,BO-S,San Jos? de Chiquitos,SLJE,SJS,SLJE,,"-17.830799, -60.743099"
SLJO,small_airport,San Joaqu?n Airport,456,SA,BO,BO-B,San Joaqu?n,SLJO,SJB,SLJO,,"-13.0528, -64.661697"
SLJV,small_airport,San Javier Airport,1702,SA,BO,BO-S,San Javier,SLJV,SJV,SLJV,,"-16.2708, -62.470299"
SLLP,medium_airport,El Alto International Airport,13355,SA,BO,BO-L,La Paz / El Alto,SLLP,LPB,SLLP,,"-16.5132999420166, -68.19229888916016"
SLMG,small_airport,Magdalena Airport,462,SA,BO,BO-B,Magdalena,SLMG,MGD,SLMG,,"-13.2607483767, -64.0607643127"
SLOR,medium_airport,Juan Mendoza Airport,12152,SA,BO,BO-O,Oruro,SLOR,ORU,SLOR,,"-17.962601, -67.076202"
SLPO,medium_airport,Capitan Nicolas Rojas Airport,12922,SA,BO,BO-P,Potos?,SLPO,POI,SLPO,,"-19.543331, -65.723734"
SLPR,small_airport,Puerto Rico Airport,597,SA,BO,BO-N,Puerto Rico/Manuripi,SLPR,PUR,SLPR,,"-11.107663, -67.551155"
SLPS,medium_airport,Capit?n Av. Salvador Ogaya G. airport,440,SA,BO,BO-S,Puerto Su?rez,SLPS,PSZ,SLPS,,"-18.975301, -57.820599"
SLRA,small_airport,San Ram?n Airport,698,SA,BO,BO-B,San Ram?n / Mamor?,SLRA,SRD,SLRA,,"-13.2639, -64.603897"
SLRB,small_airport,Robor? Airport,905,SA,BO,BO-S,Robor?,SLRB,RBO,SLRB,,"-18.328224, -59.765339"
SLRI,medium_airport,Capit?n Av. Selin Zeitun Lopez Airport,462,SA,BO,BO-B,Riberalta,SLRI,RIB,SLRI,,"-11.009355, -66.075468"
SLRQ,small_airport,Rurrenabaque Airport,676,SA,BO,BO-B,Rurrenabaque,SLRQ,RBQ,SLRQ,,"-14.4279, -67.496803"
SLRY,small_airport,Reyes Airport,935,SA,BO,BO-B,Reyes,SLRY,REY,SLRY,,"-14.3044, -67.353401"
SLSA,medium_airport,Santa Ana Del Yacuma Airport,472,SA,BO,BO-B,Santa Ana del Yacuma,SLSA,SBL,SLSA,,"-13.762200355500001, -65.4352035522"
SLSB,small_airport,Capit?n Av. German Quiroga G. Airport,633,SA,BO,BO-B,San Borja,SLSB,SRJ,SLSB,,"-14.8592, -66.737503"
SLSI,small_airport,Capit?n Av. Juan Cochamanidis S. Airport,1354,SA,BO,BO-S,San Ignacio de Velasco,SLSI,SNG,SLSI,,"-16.38719, -60.962318"
SLSM,small_airport,San Ignacio de Moxos Airport,545,SA,BO,BO-B,San Ignacio de Moxos,SLSM,SNM,SLSM,,"-14.9658, -65.6338"
SLSR,small_airport,Santa Rosa De Yacuma Airport,738,SA,BO,BO-B,Santa Rosa,SLSR,SRB,SLSR,,"-14.0662, -66.786797"
SLTI,small_airport,San Mat?as Airport,403,SA,BO,BO-S,San Mat?as,SLTI,MQK,SLTI,,"-16.339199, -58.401901"
SLTJ,medium_airport,Capitan Oriel Lea Plaza Airport,6079,SA,BO,BO-T,Tarija,SLTJ,TJA,SLTJ,,"-21.5557, -64.701302"
SLTR,medium_airport,Teniente Av. Jorge Henrich Arauz Airport,509,SA,BO,BO-B,Trinidad,SLTR,TDD,SLTR,,"-14.8186998367, -64.9179992676"
SLUY,small_airport,Uyuni Joya Andina Airport,11136,SA,BO,BO-P,Quijarro,SLUY,UYU,SLUY,,"-20.441304, -66.857553"
SLVG,small_airport,Capit?n Av. Vidal Villagomez Toledo Airport,6551,SA,BO,BO-S,Vallegrande,SLVG,VAH,SLVG,,"-18.4825, -64.099403"
SLVM,medium_airport,Teniente Coronel Rafael Pab?n Airport,1305,SA,BO,BO-T,Villamontes,SLVM,VLM,SLVM,,"-21.255199432399998, -63.4056015015"
SLVR,large_airport,Viru Viru International Airport,1224,SA,BO,BO-S,Santa Cruz,SLVR,VVI,SLVR,,"-17.6448, -63.135399"
SLYA,medium_airport,Yacuiba Airport,2112,SA,BO,BO-T,Yacu?ba,SLYA,BYC,SLYA,,"-21.960899353027344, -63.65169906616211"
SMBN,small_airport,Albina Airport,19,SA,SR,SR-MA,Albina,SMBN,ABN,SMBN,,"5.51272, -54.050098"
SMCA,small_airport,Cayana Airstrip,360,SA,SR,SR-SI,Awaradam,SMCA,AAJ,SMCA,,"3.898681, -55.577907"
SMCO,small_airport,Totness Airport,10,SA,SR,SR-CR,Totness,SMCO,TOT,SMCO,,"5.86583, -56.327499"
SMDA,small_airport,Drietabbetje Airport,236,SA,SR,SR-SI,Drietabbetje,SMDA,DRJ,SMDA,,"4.111359, -54.672766"
SMDO,small_airport,Ladouanie Airport,236,SA,SR,SR-SI,Aurora,SMDO,LDO,SMDO,,"4.376108, -55.407057"
SMJP,large_airport,Johan Adolf Pengel International Airport,59,SA,SR,SR-PR,Zandery,SMJP,PBM,SMJP,,"5.45283, -55.187801"
SMMO,small_airport,Moengo Airstrip,49,SA,SR,SR-MA,Moengo,SMMO,MOJ,SMMO,,"5.6076, -54.4003"
SMNI,small_airport,Nieuw Nickerie - Major Henk Fernandes Airport,9,SA,SR,SR-NI,Nieuw Nickerie,SMNI,ICK,SMNI,,"5.955435, -57.040617"
SMPA,small_airport,Vincent Fayks Airport,714,SA,SR,SR-SI,Paloemeu,SMPA,OEM,SMPA,,"3.346051, -55.443707"
SMST,small_airport,Stoelmanseiland Airport,187,SA,SR,SR-SI,Stoelmanseiland,SMST,SMZ,SMST,,"4.351389, -54.418056"
SMTP,small_airport,Tepoe Airstrip,596,SA,SR,SR-SI,Kasikasima,SMTP,KCB,SMTP,,"3.15000009537, -55.716999054"
SMWA,small_airport,Wageningen Airstrip,6,SA,SR,SR-NI,Wageningen,SMWA,AGI,SMWA,,"5.841252, -56.673247"
SMWS,small_airport,Washabo Airport,68,SA,SR,SR-SI,Washabo,SMWS,WSO,SMWS,,"5.215277, -57.185302"
SMZO,small_airport,Zorg en Hoop Airport,10,SA,SR,SR-PM,Paramaribo,SMZO,ORG,SMZO,,"5.811131, -55.1913"
SNAL,small_airport,Arapiraca Airport,886,SA,BR,BR-AL,Arapiraca,SNAL,APQ,SNAL,AL0003,"-9.776589, -36.628983"
SNAR,small_airport,Cirilo Queir?z Airport,640,SA,BR,BR-MG,Almenara,SNAR,AMJ,SNAR,MG0033,"-16.165579, -40.684024"
SNBC,small_airport,Barra do Corda Airport,526,SA,BR,BR-MA,Barra do Corda,SNBC,BDC,SNBC,MA0006,"-5.5025, -45.215833"
SNBR,small_airport,Dom Ricardo Weberberger Airport,2451,SA,BR,BR-BA,Barreiras,SNBR,BRA,SNBR,BA0011,"-12.0789, -45.008999"
SNBS,small_airport,Balsas Airport,948,SA,BR,BR-MA,Balsas,SNBS,BSS,SNBS,MA0010,"-7.525305, -46.053364"
SNBX,small_airport,Barra Airport,1345,SA,BR,BR-BA,Barra,SNBX,BQQ,SNBX,SNBX,"-11.0808, -43.147499"
SNCP,medium_airport,Planalto Serrano Regional Airport,2887,SA,BR,BR-SC,Correia Pinto,SNCP,EEA,SNCP,,"-27.634128, -50.358253"
SNDC,small_airport,Reden??o Airport,670,SA,BR,BR-PA,Reden??o,SNDC,RDC,SNDC,SNDC,"-8.03329, -49.9799"
SNDT,small_airport,Diamantina Airport,4446,SA,BR,BR-MG,Diamantina,SNDT,DTI,SNDT,,"-18.232000351, -43.650398254399995"
SNDV,small_airport,Brigadeiro Cabral Airport,2608,SA,BR,BR-MG,Divin?polis,SNDV,DIQ,SNDV,SNDV,"-20.180700302124, -44.870899200439"
SNED,small_airport,S?crates Rezende Airport,19,SA,BR,BR-BA,Canavieiras,SNED,CNV,SNED,SNED,"-15.666999816895, -38.954700469971"
SNFX,small_airport,S?o F?lix do Xingu Airport,656,SA,BR,BR-PA,S?o F?lix do Xingu,SNFX,SXX,SNFX,PA0013,"-6.6413, -51.9523"
SNGA,small_airport,Guarapari Airport,30,SA,BR,BR-ES,Guarapari,SNGA,GUZ,SNGA,ES0007,"-20.6465, -40.491901"
SNGD,small_airport,Guadalupe Airport,564,SA,BR,BR-PI,Guadalupe,SNGD,GDP,SNGD,,"-6.782219886779785, -43.58219909667969"
SNGI,small_airport,Guanambi Airport,1815,SA,BR,BR-BA,Guanambi,SNGI,GNM,SNGI,SNGI,"-14.2082, -42.746101"
